IDNumber	Author	Title	PublishingDetails	Note	firmsIndividualsIndex	Location	featherid
321A	Sessions, William K.	A worlde of mischiefe:  The King's Printer at York â€¦ and Shrewsbury, 1642-3	York: Sessions, 1981	NULL	NULL	Shropshire	543
321B	Foot, M.M.	A binding by â€¦ 1780	Book Collector, 43 (1994), 92-4	Eddowes, Joshua	NULL	Shropshire	544
325A	Burge, K., Ed.	The story of a community and its newspaper: Somerset County Gazette, 150 years	1988	Includes general essay on Somerset newspapers 1725-1988. See 325 infra.	Somerset County Gazette	Somerset	545
333A	Vaisey, D.G.	Probate inventories of Lichfield & district, 1568-1680	William Salt Society, 4th series, 5 (1969)	Includes Richard Gladwin, 1663, on pp. 138-9; comments on books in wills, pp. 36-7	NULL	Staffordshire	546
334A	Hanks, Peter	Joshua Drewry of Stafford	Quadrat, 7 (June 1998), 14-17	Stafford	Drewry, Joshua	Staffordshire	547
336A	Copsey, Tony	Book distribution and Printing in Suffolk 1534-1850: Booksellers, Stationers, Binders and Printers.  With a Checklist of books printed in the County.	Ipswich: Ipswich Book Company, 1994	NULL	NULL	Suffolk	548
336B	Waveney Books	A catalogue of a collection of books and manuscripts relating to the county of Suffolk.  With an introduction by J.M. Blatchly (& index of Suffolk place names).	NULL	Antiquarian Booksellers' catalogue issued August 1984.  55 (+ 50) items	NULL	Suffolk	549
338A	Phipps, Janet	Book Availability in Ipswich over the Years	The Moving Market, 169-177	NULL	NULL	Suffolk	550
337A	Sessions, William	The first printers at Ipswich in 1547-1548 and Worcester in 1549-1553	W.K.Sessions, 1984	NULL	NULL	Suffolk	551
340A	Knight, John	Knight's Address to the Ladies and Gentlemen of Saxmundham and its environs	Saxmundham?, c. 1780	A poetical address in rhyming couplets of over 200 lines describing the contents of Knight's Saxmundham bookshop	NULL	Suffolk	552
344A	Goulden, R.J.	Print Culture in the Kentish Weald	The Reach of Print, 1-20	Includes some material on the High Weald of Sussex	NULL	Sussex	553
346A	Clark, H.P.	Clark's Guide	Rye, 1861	Preface	NULL	Sussex	554
346B	McCann, T.	Chichester printers in the 18th century	Factotum, 13 (Dec. 1981), 13-16	Chichester	NULL	Sussex	555
346C	McCann, T.	The tribulations of a Chichester printer	Factotum, 27 (Nov. 1998), 22-23	Joseph Seagrave	Seagrave, Joseph	Sussex	556
350A	Beaven, M.	Warwick's provincial newspapers in early 1750s	Warwick History, 9 (1993), 12-34	NULL	NULL	Warwickshire	557
350B	Chamberlain Brothers, R.J.	Horse racing ephemera of Warwickshire	Factotum, 10, 11	NULL	NULL	Warwickshire	558
350C	Goulden, R.J.	Warwick County Record Office: A Second Look	Factotum 8, 28-30	NULL	NULL	Warwickshire	559
356A	Archer, Caroline	Some notes on the Kynoch Press 1878-1981	Printing Historical Society Bulletin, 35 (1993), 10-13	NULL	NULL	Warwickshire	560
356B	Archer, Caroline	The Kynoch press :the anatomy of a printing house, 1876-1981	London;New Castle, Del.:British Library: Oak Knoll Press,2000	NULL	NULL	Warwickshire	561
362A	Fanton, s.J.	James Sketchley of Birmingham	Ars quatuor coronatorum, 50 (1940), 90	NULL	Sketchley, James	Warwickshire	562
367A	Pardoe, F.C.	A letter from John Baskerville to R. Dodsley, 12 May 1757	Printing Historical Society Bulletin, 36 (1994), 2-4	NULL	Baskerville, John	Warwickshire	563
371A	Salter, J.L.	The books of an 18th century curate	Library, 5th series (1978), 33-46	T. Devey, Coleshill, c. 1700-05	NULL	Warwickshire	564
371B	Howe, E.	Bushills: the story of a Coventry firm of printers and boxmakers 1856-1956	Coventry, 1956	NULL	Bushills	Warwickshire	565
373A	Wait, Walter Oswald	Rugby: past and present, with an historical account of neighbouring parishes	Rugby: Albert Frost & Sons, 1893	pp. 167-173	NULL	Warwickshire	566
373B	[M.H. Bloxam]	Obituary of William Billington [? Hennessey's Rugby Almanac 1872]	Copy at Warwick County Record Office, Bloxam Box file, Galley proofs, envelope 7, P	NULL	Billington, William	Warwickshire	567
373C	Nowell-Smith, S.	Charles Manby Smith	JPHS, 7 (1971), 16-18	Shipston-upon-Stour	NULL	Warwickshire	568
376A	Fergus, Jan	Eighteenth century readers in provincial England: the customers of Samuel Clay's circulating library and bookshop in Warwick 1770-72	PBSA, 78 (1984), 155-213	NULL	Clay, Samuel	Warwickshire	569
376B	Morgan, Paul	A bookseller's subscription in 1669	The Library, 5th series, 7 (1952), 281-2	John Rider of Warwick	Rider, John	Warwickshire	570
376C	Morgan, Paul	The Warwick bookseller: Richard Mountford, 1677	In N. Alcock, ed., The Past in Warwick, Coventry: University of Warwick, 1985, 31-35	NULL	Mountford, Richard	Warwickshire	571
381A	Gray, M. & L. Williams	The Merchants House, Marlborough	Quadrat 9 (1991), 8-12	NULL	NULL	Wiltshire	572
382D	Ferdinand, C.Y.	Benjamin Collins and the provincial newspaper trade in the eighteenth century	Oxford: Clarendon Press, 1997	NULL	Collins, Benjamin	Wiltshire	573
382B	Ferdinand, C.Y.	Benjamin Collins, the Salisbury Journal and the provincial book trade	The Library, 6th series, 11 (1989), 116-138	NULL	Collins, Benjamin	Wiltshire	574
382A	Crump, M.J. & R. I. Goulden	[Rev. Samuel] Fancourt's circulating library at Salisbury	Factotum 3, pp. 9-13	NULL	Fancourt, Samuel	Wiltshire	575
382C	Little, M.	Samuel Fancourt, pioneer library	Wiltshire monographs 3, 1984	See also Kelly, Early public libraries and P. Kaufman, Community Library, &c	Fancourt, Samuel	Wiltshire	576
383A	Cooper, Margaret	The Worcester Book Trade in the eighteenth century	Worcestershire Hist. Soc., occ. Pub. 8) 1997	See Quadrat 5 (1981), 24-6	NULL	Worcestershire	577
384A	Cooper, Margaret	A Snuff-Box from the King of Prussia: The Remarkable Career of Benjamin Maund, Bookseller, Druggist and Botanist 1790-1864	The Reach of Print, 51-64	Bromsgrove	Maund, Benjamin	Worcestershire	578
386A	Cooper, Margaret	Books Returned, Accounts Unsettled and Gifts of Country Food: Customer Expectations around 1700	The Mighty Engine, 131-142	Worcester	NULL	Worcestershire	579
388A	Isaacs, Peter	Unlawful Societies Act 1788; printers' registries in West Yorkshire 1798-1867	History of the Book Trade in the North, 66 (1994)	[unindexed]	NULL	Yorkshire	580
388B	NULL	NULL	NULL	Originally in Monotype Recorder, 32, 2 (new series) (1933), pp. 2-8	NULL	Yorkshire	581
389A	McKay, Barry	Niche Marketing in the Nineteenth Century: The Shepherds' Guides of the Northern Counties	The Human Face of the Book Trade, 191-206	NULL	NULL	Yorkshire	582
399A	NULL	William Milner of Halifax: printer and publisher, checklist â€¦	Ken Spelman, 1991	NULL	Milner, William	Yorkshire	583
401A	Hunt, W.	Keele newspapers	1880	NULL	NULL	Yorkshire	584
404D	NULL	NULL	NULL	See P.M.'s criticism in Book Collector 29 (1980), 251-6	NULL	Yorkshire	585
404A	Chilton, C.W.	Early Hull printers and booksellers. An account of the printing, bookselling and allied trades from their beginnings to 1840	Kingston-upon-Hull City Council, 1982	NULL	NULL	Yorkshire	586
404B	Robinson, Elaine	18th century Hull imprints: a supplement to C.W. Chilton	Factotum, 23 (Feb. 1987), 17-19	NULL	NULL	Yorkshire	587
404C	Cross, A.	From Hull to Petersburg: Levesque's History of Russia printed by George Prince	Factotum, 33 (1991), 14-17	NULL	NULL	Yorkshire	588
414A	Schmoller, Tanya	Sheffield papermakers	History of the Book Trade in the North, 59 (1992)	NULL	NULL	Yorkshire	589
415A	Schmoller, Tanya	Life and times of â€¦. Revel Hamper	History of the Book Trade in the North, 79 (1999)	NULL	Hamper, Revel	Yorkshire	590
416A	Daphne Franks,	Printing and publishing in Stokesley	Stokesley and District Local History Study Group (1984)	Stokesley	NULL	Yorkshire	591
422A	Gee, Stacey	The coming of print to York, c1490-1550	The Mighty Engine, 79-88	NULL	NULL	Yorkshire	592
422B	Gee, S.	The printers, stationers and bookbinders of York before 1537	Trans. Cambridge Bib. Soc., 12 (2000)	NULL	NULL	Yorkshire	593
422C	Morgan, D.	Early printing and binding in York [c. 1514]	Book Collector, Summer 1981, pp. 216-24	NULL	NULL	Yorkshire	594
423A	Sessions, William. K.	A worlde of mischiefe: the King's printers at York in 1612 and at Shrewsbury 1662-3	York:  Sessions, 1981	NULL	NULL	Yorkshire	595
423B	NULL	Les deux pierres: Rouen, Edinburgh, York	York: Sessions, 1982	NULL	NULL	Yorkshire	596
423C	Barnard, J. & M. Bell	The early 17th century York book trade and John Foster's inventory of 1616	Proc. Leeds Phil. & Lit. Soc., XXIV, 2, 1994	NULL	Foster, John	Yorkshire	597
425A	Kendrew, James	NULL	NULL	NULL	NULL	Yorkshire	598
430A	Jones, Philip Henry	The Welsh Wesleyan Bookroom, 1824-1828: A New Set of Printing Accounts	The Reach of Print, 37-49	WALES - Montgomeryshire	NULL	Montgomeryshire	599
